hugo_symbol	ensembl_gene_id	canonical_transcript
ANAPC5	ENSG00000089053	ENST00000261819
ANAPC7	ENSG00000196510	ENST00000455511
ANG	ENSG00000214274	ENST00000336811
ANGEL1	ENSG00000013523	ENST00000251089
ANGEL2	ENSG00000174606	ENST00000366962
ANGPT2	ENSG00000091879	ENST00000325203
ANGPT4	ENSG00000101280	ENST00000381922
ANGPTL1	ENSG00000116194	ENST00000234816
ANGPTL2	ENSG00000136859	ENST00000373425
ANGPTL3	ENSG00000132855	ENST00000371129
ANGPTL4	ENSG00000167772	ENST00000301455
ANGPTL5	ENSG00000187151	ENST00000334289
ANGPTL6	ENSG00000130812	ENST00000253109
ANGPTL7	ENSG00000171819	ENST00000376819
ANHX	ENSG00000227059	ENST00000545940
ANK1	ENSG00000029534	ENST00000265709
ANK2	ENSG00000145362	ENST00000357077
ANK3	ENSG00000151150	ENST00000280772
ANKAR	ENSG00000151687	ENST00000520309
ANKDD1A	ENSG00000166839	ENST00000319580
ANKDD1B	ENSG00000189045	ENST00000601380
ANKEF1	ENSG00000132623	ENST00000378380
ANKFN1	ENSG00000153930	ENST00000318698
ANKFY1	ENSG00000185722	ENST00000570535
ANKH	ENSG00000154122	ENST00000284268
ANKHD1	ENSG00000131503	ENST00000360839
ANKHD1-EIF4EBP3	ENSG00000254996	ENST00000532219
ANKIB1	ENSG00000001629	ENST00000265742
ANKK1	ENSG00000170209	ENST00000303941
ANKLE1	ENSG00000160117	ENST00000394458
ANKLE2	ENSG00000176915	ENST00000357997
ANKMY1	ENSG00000144504	ENST00000401804
ANKMY2	ENSG00000106524	ENST00000306999
ANKRA2	ENSG00000164331	ENST00000296785
ANKRD1	ENSG00000148677	ENST00000371697
ANKRD10	ENSG00000088448	ENST00000267339
ANKRD11	ENSG00000167522	ENST00000301030
ANKRD12	ENSG00000101745	ENST00000262126
ANKRD13A	ENSG00000076513	ENST00000261739
ANKRD13B	ENSG00000198720	ENST00000394859
ANKRD13C	ENSG00000118454	ENST00000370944
ANKRD13D	ENSG00000172932	ENST00000511455
ANKRD16	ENSG00000134461	ENST00000380094
ANKRD17	ENSG00000132466	ENST00000358602
ANKRD18A	ENSG00000180071	ENST00000399703
ANKRD18B	ENSG00000230453	ENST00000290943
ANKRD2	ENSG00000165887	ENST00000307518
ANKRD20A2	ENSG00000183148	ENST00000377601
ANKRD20A4	ENSG00000172014	ENST00000357336
ANKRD22	ENSG00000152766	ENST00000371930
ANKRD23	ENSG00000163126	ENST00000318357
ANKRD24	ENSG00000089847	ENST00000600132
ANKRD26	ENSG00000107890	ENST00000376087
ANKRD27	ENSG00000105186	ENST00000306065
ANKRD28	ENSG00000206560	ENST00000399451
ANKRD29	ENSG00000154065	ENST00000592179
ANKRD30A	ENSG00000148513	ENST00000361713
ANKRD30B	ENSG00000180777	ENST00000358984
ANKRD30BL	ENSG00000163046	ENST00000409867
ANKRD31	ENSG00000145700	ENST00000274361
ANKRD32	ENSG00000133302	ENST00000265140
ANKRD33	ENSG00000167612	ENST00000301190
ANKRD33B	ENSG00000164236	ENST00000296657
ANKRD34B	ENSG00000189127	ENST00000338682
ANKRD34C	ENSG00000235711	ENST00000421388
ANKRD35	ENSG00000198483	ENST00000355594
ANKRD36	ENSG00000135976	ENST00000420699
ANKRD36B	ENSG00000196912	ENST00000258459
ANKRD36C	ENSG00000174501	ENST00000456556
ANKRD37	ENSG00000186352	ENST00000335174
ANKRD39	ENSG00000213337	ENST00000393537
ANKRD40	ENSG00000154945	ENST00000285243
ANKRD42	ENSG00000137494	ENST00000533342
ANKRD44	ENSG00000065413	ENST00000282272
ANKRD45	ENSG00000183831	ENST00000333279
ANKRD46	ENSG00000186106	ENST00000520552
ANKRD49	ENSG00000168876	ENST00000544612
ANKRD50	ENSG00000151458	ENST00000504087
ANKRD52	ENSG00000139645	ENST00000267116
ANKRD53	ENSG00000144031	ENST00000360589
ANKRD54	ENSG00000100124	ENST00000215941
ANKRD55	ENSG00000164512	ENST00000341048
ANKRD6	ENSG00000135299	ENST00000522441
ANKRD60	ENSG00000124227	ENST00000457363
ANKRD61	ENSG00000157999	ENST00000409061
ANKRD62	ENSG00000181626	ENST00000587848
ANKRD63	ENSG00000230778	ENST00000434396
ANKRD65	ENSG00000235098	ENST00000537107
ANKRD66	ENSG00000230062	ENST00000565422
ANKRD7	ENSG00000106013	ENST00000357099
ANKRD9	ENSG00000156381	ENST00000286918
ANKS1A	ENSG00000064999	ENST00000360359
ANKS1B	ENSG00000185046	ENST00000547776
ANKS3	ENSG00000168096	ENST00000304283
ANKS4B	ENSG00000175311	ENST00000311620
ANKS6	ENSG00000165138	ENST00000353234
ANKUB1	ENSG00000206199	ENST00000446160
ANKZF1	ENSG00000163516	ENST00000323348
ANLN	ENSG00000011426	ENST00000265748
ANO1	ENSG00000131620	ENST00000355303
ANO10	ENSG00000160746	ENST00000292246
ANO2	ENSG00000047617	ENST00000356134
ANO3	ENSG00000134343	ENST00000256737
ANO4	ENSG00000151572	ENST00000392977
ANO5	ENSG00000171714	ENST00000324559
ANO6	ENSG00000177119	ENST00000423947
ANO7	ENSG00000146205	ENST00000274979
ANO8	ENSG00000074855	ENST00000159087
ANO9	ENSG00000185101	ENST00000332826
ANP32A	ENSG00000140350	ENST00000465139
ANP32B	ENSG00000136938	ENST00000339399
ANP32D	ENSG00000139223	ENST00000266594
ANPEP	ENSG00000166825	ENST00000300060
ANTXR1	ENSG00000169604	ENST00000303714
ANTXR2	ENSG00000163297	ENST00000307333
ANXA1	ENSG00000135046	ENST00000376911
ANXA10	ENSG00000109511	ENST00000359299
ANXA11	ENSG00000122359	ENST00000438331
ANXA13	ENSG00000104537	ENST00000262219
ANXA2	ENSG00000182718	ENST00000332680
ANXA2R	ENSG00000177721	ENST00000314890
ANXA3	ENSG00000138772	ENST00000264908
ANXA4	ENSG00000196975	ENST00000394295
ANXA5	ENSG00000164111	ENST00000296511
ANXA6	ENSG00000197043	ENST00000354546
ANXA7	ENSG00000138279	ENST00000372919
ANXA9	ENSG00000143412	ENST00000368947
AOC1	ENSG00000002726	ENST00000416793
AOC2	ENSG00000131480	ENST00000253799
AOC3	ENSG00000131471	ENST00000308423
AOX1	ENSG00000138356	ENST00000374700
AP1AR	ENSG00000138660	ENST00000274000
AP1B1	ENSG00000100280	ENST00000357586
AP1G1	ENSG00000166747	ENST00000393512
AP1G2	ENSG00000213983	ENST00000308724
AP1M1	ENSG00000072958	ENST00000444449
AP1M2	ENSG00000129354	ENST00000590923
AP1S1	ENSG00000106367	ENST00000337619
AP1S2	ENSG00000182287	ENST00000545766
AP1S3	ENSG00000152056	ENST00000396654
AP2A1	ENSG00000196961	ENST00000359032
AP2A2	ENSG00000183020	ENST00000332231
AP2M1	ENSG00000161203	ENST00000292807
AP2S1	ENSG00000042753	ENST00000601498
AP3B1	ENSG00000132842	ENST00000255194
AP3B2	ENSG00000103723	ENST00000535359
AP3D1	ENSG00000065000	ENST00000355272
AP3M1	ENSG00000185009	ENST00000355264
AP3M2	ENSG00000070718	ENST00000518421
AP3S1	ENSG00000177879	ENST00000316788
AP3S2	ENSG00000157823	ENST00000336418
AP4B1	ENSG00000134262	ENST00000369569
AP4E1	ENSG00000081014	ENST00000261842
AP4M1	ENSG00000221838	ENST00000359593
AP4S1	ENSG00000100478	ENST00000216366
AP5B1	ENSG00000254470	ENST00000532090
AP5M1	ENSG00000053770	ENST00000261558
AP5Z1	ENSG00000242802	ENST00000348624
APAF1	ENSG00000120868	ENST00000551964
APBA1	ENSG00000107282	ENST00000265381
APBA2	ENSG00000034053	ENST00000558402
APBA3	ENSG00000011132	ENST00000316757
APBB1	ENSG00000166313	ENST00000609360
APBB1IP	ENSG00000077420	ENST00000376236
APBB2	ENSG00000163697	ENST00000508593
APBB3	ENSG00000113108	ENST00000354402
APC	ENSG00000134982	ENST00000257430
APC2	ENSG00000115266	ENST00000535453
APCDD1	ENSG00000154856	ENST00000355285
APCDD1L	ENSG00000198768	ENST00000371149
APCS	ENSG00000132703	ENST00000255040
APEH	ENSG00000164062	ENST00000296456
APELA	ENSG00000248329	ENST00000507152
APEX1	ENSG00000100823	ENST00000216714
APEX2	ENSG00000169188	ENST00000374987
APH1A	ENSG00000117362	ENST00000369109
APH1B	ENSG00000138613	ENST00000261879
API5	ENSG00000166181	ENST00000531273
APIP	ENSG00000149089	ENST00000395787
APITD1	ENSG00000175279	ENST00000309048
APITD1-CORT	ENSG00000251503	ENST00000400900
APLF	ENSG00000169621	ENST00000303795
APLN	ENSG00000171388	ENST00000429967
APLNR	ENSG00000134817	ENST00000606794
APLP1	ENSG00000105290	ENST00000221891
APLP2	ENSG00000084234	ENST00000263574
APMAP	ENSG00000101474	ENST00000217456
APOA1	ENSG00000118137	ENST00000236850
APOA1BP	ENSG00000163382	ENST00000368235
APOA2	ENSG00000158874	ENST00000367990
APOA4	ENSG00000110244	ENST00000357780
APOA5	ENSG00000110243	ENST00000542499
APOB	ENSG00000084674	ENST00000233242
APOBEC1	ENSG00000111701	ENST00000229304
APOBEC2	ENSG00000124701	ENST00000244669
APOBEC3A	ENSG00000128383	ENST00000402255
APOBEC3B	ENSG00000179750	ENST00000333467
APOBEC3C	ENSG00000244509	ENST00000361441
APOBEC3D	ENSG00000243811	ENST00000216099
APOBEC3F	ENSG00000128394	ENST00000308521
APOBEC3G	ENSG00000239713	ENST00000407997
APOBEC3H	ENSG00000100298	ENST00000401756
APOBEC4	ENSG00000173627	ENST00000308641
APOBR	ENSG00000184730	ENST00000564831
APOC1	ENSG00000130208	ENST00000588750
APOC2	ENSG00000234906	ENST00000590360
APOC3	ENSG00000110245	ENST00000227667
APOC4	ENSG00000267467	ENST00000592954
APOD	ENSG00000189058	ENST00000343267
APOE	ENSG00000130203	ENST00000252486
APOF	ENSG00000175336	ENST00000398189
APOH	ENSG00000091583	ENST00000205948
APOL1	ENSG00000100342	ENST00000319136
APOL2	ENSG00000128335	ENST00000249066
APOL3	ENSG00000128284	ENST00000349314
APOL4	ENSG00000100336	ENST00000352371
APOL5	ENSG00000128313	ENST00000249044
APOL6	ENSG00000221963	ENST00000409652
APOLD1	ENSG00000178878	ENST00000326765
APOM	ENSG00000204444	ENST00000375916
APOO	ENSG00000184831	ENST00000379226
APOOL	ENSG00000155008	ENST00000373173
APOPT1	ENSG00000256053	ENST00000409074
APP	ENSG00000142192	ENST00000346798
APPBP2	ENSG00000062725	ENST00000083182
APPL1	ENSG00000157500	ENST00000288266
APPL2	ENSG00000136044	ENST00000551662
APRT	ENSG00000198931	ENST00000378364
APTX	ENSG00000137074	ENST00000436040
AQP1	ENSG00000240583	ENST00000311813
AQP10	ENSG00000143595	ENST00000324978
AQP11	ENSG00000178301	ENST00000313578
AQP12A	ENSG00000184945	ENST00000429564
AQP12B	ENSG00000185176	ENST00000407834
AQP2	ENSG00000167580	ENST00000199280
AQP3	ENSG00000165272	ENST00000297991
AQP4	ENSG00000171885	ENST00000383168
AQP5	ENSG00000161798	ENST00000293599
AQP7	ENSG00000165269	ENST00000297988
AQP8	ENSG00000103375	ENST00000219660
AQP9	ENSG00000103569	ENST00000219919
AQPEP	ENSG00000172901	ENST00000357872
AQR	ENSG00000021776	ENST00000156471
AR	ENSG00000169083	ENST00000374690
ARAF	ENSG00000078061	ENST00000290277
ARAP1	ENSG00000186635	ENST00000393609
ARAP2	ENSG00000047365	ENST00000303965
ARAP3	ENSG00000120318	ENST00000239440
ARC	ENSG00000198576	ENST00000356613
ARCN1	ENSG00000095139	ENST00000264028
AREG	ENSG00000109321	ENST00000395748
AREL1	ENSG00000119682	ENST00000356357
ARF1	ENSG00000143761	ENST00000541182
ARF3	ENSG00000134287	ENST00000256682
ARF4	ENSG00000168374	ENST00000303436
ARF5	ENSG00000004059	ENST00000000233
ARF6	ENSG00000165527	ENST00000298316
ARFGAP1	ENSG00000101199	ENST00000353546
ARFGAP2	ENSG00000149182	ENST00000524782
ARFGAP3	ENSG00000242247	ENST00000263245
ARFGEF1	ENSG00000066777	ENST00000262215
ARFGEF2	ENSG00000124198	ENST00000371917
ARFIP1	ENSG00000164144	ENST00000451320
ARG1	ENSG00000118520	ENST00000356962
ARG2	ENSG00000081181	ENST00000261783
ARGFX	ENSG00000186103	ENST00000334384
ARGLU1	ENSG00000134884	ENST00000400198
ARHGAP1	ENSG00000175220	ENST00000311956
ARHGAP10	ENSG00000071205	ENST00000336498
ARHGAP11A	ENSG00000198826	ENST00000361627
ARHGAP12	ENSG00000165322	ENST00000344936
ARHGAP15	ENSG00000075884	ENST00000295095
ARHGAP17	ENSG00000140750	ENST00000289968
ARHGAP18	ENSG00000146376	ENST00000368149
ARHGAP19	ENSG00000213390	ENST00000358531
ARHGAP19-SLIT1	ENSG00000269891	ENST00000479633
ARHGAP20	ENSG00000137727	ENST00000260283
ARHGAP21	ENSG00000107863	ENST00000396432
ARHGAP22	ENSG00000128805	ENST00000417912
ARHGAP24	ENSG00000138639	ENST00000395184
ARHGAP25	ENSG00000163219	ENST00000409202
ARHGAP26	ENSG00000145819	ENST00000274498
ARHGAP27	ENSG00000159314	ENST00000428638
ARHGAP28	ENSG00000088756	ENST00000419673
ARHGAP29	ENSG00000137962	ENST00000260526
ARHGAP30	ENSG00000186517	ENST00000368013
ARHGAP31	ENSG00000031081	ENST00000264245
ARHGAP32	ENSG00000134909	ENST00000310343
ARHGAP33	ENSG00000004777	ENST00000314737
ARHGAP35	ENSG00000160007	ENST00000404338
ARHGAP36	ENSG00000147256	ENST00000276211
ARHGAP39	ENSG00000147799	ENST00000377307
ARHGAP4	ENSG00000089820	ENST00000370028
ARHGAP40	ENSG00000124143	ENST00000373345
ARHGAP42	ENSG00000165895	ENST00000298815
ARHGAP44	ENSG00000006740	ENST00000379672
ARHGAP5	ENSG00000100852	ENST00000345122
ARHGAP6	ENSG00000047648	ENST00000337414
ARHGAP8	ENSG00000241484	ENST00000389774
ARHGAP9	ENSG00000123329	ENST00000393791
ARHGDIA	ENSG00000141522	ENST00000584461
ARHGDIB	ENSG00000111348	ENST00000228945
ARHGDIG	ENSG00000242173	ENST00000219409
ARHGEF1	ENSG00000076928	ENST00000337665
ARHGEF10	ENSG00000104728	ENST00000518288
ARHGEF10L	ENSG00000074964	ENST00000361221
ARHGEF11	ENSG00000132694	ENST00000368194
ARHGEF12	ENSG00000196914	ENST00000397843
ARHGEF15	ENSG00000198844	ENST00000361926
ARHGEF16	ENSG00000130762	ENST00000378378
ARHGEF17	ENSG00000110237	ENST00000263674
ARHGEF18	ENSG00000104880	ENST00000359920
ARHGEF19	ENSG00000142632	ENST00000270747
ARHGEF2	ENSG00000116584	ENST00000361247
ARHGEF25	ENSG00000240771	ENST00000333972
ARHGEF26	ENSG00000114790	ENST00000356448
ARHGEF28	ENSG00000214944	ENST00000545377
ARHGEF3	ENSG00000163947	ENST00000338458
ARHGEF33	ENSG00000214694	ENST00000409978
ARHGEF35	ENSG00000213214	ENST00000378115
ARHGEF37	ENSG00000183111	ENST00000333677
ARHGEF38	ENSG00000236699	ENST00000420470
ARHGEF39	ENSG00000137135	ENST00000378387
ARHGEF4	ENSG00000136002	ENST00000326016
ARHGEF40	ENSG00000165801	ENST00000298694
ARHGEF5	ENSG00000050327	ENST00000056217
ARHGEF6	ENSG00000129675	ENST00000250617
ARHGEF7	ENSG00000102606	ENST00000375741
ARHGEF9	ENSG00000131089	ENST00000253401
ARID1A	ENSG00000117713	ENST00000324856
ARID1B	ENSG00000049618	ENST00000346085
ARID2	ENSG00000189079	ENST00000334344
ARID3A	ENSG00000116017	ENST00000263620
ARID3C	ENSG00000205143	ENST00000378909
ARID4A	ENSG00000032219	ENST00000355431
ARID4B	ENSG00000054267	ENST00000264183
ARID5A	ENSG00000196843	ENST00000357485
ARID5B	ENSG00000150347	ENST00000279873
ARIH1	ENSG00000166233	ENST00000379887
ARIH2	ENSG00000177479	ENST00000356401
ARIH2OS	ENSG00000221883	ENST00000408959
ARL1	ENSG00000120805	ENST00000261636
ARL10	ENSG00000175414	ENST00000310389
ARL11	ENSG00000152213	ENST00000282026
ARL13A	ENSG00000174225	ENST00000450049
ARL13B	ENSG00000169379	ENST00000394222
ARL14	ENSG00000179674	ENST00000320767
ARL14EP	ENSG00000152219	ENST00000282032
ARL14EPL	ENSG00000268223	ENST00000601302
ARL15	ENSG00000185305	ENST00000504924
ARL16	ENSG00000214087	ENST00000397498
ARL17A	ENSG00000185829	ENST00000336125
ARL17B	ENSG00000228696	ENST00000450673
ARL2	ENSG00000213465	ENST00000246747
ARL2-SNX15	ENSG00000273003	ENST00000301886
ARL2BP	ENSG00000102931	ENST00000219204
ARL3	ENSG00000138175	ENST00000260746
ARL4A	ENSG00000122644	ENST00000396663
ARL4C	ENSG00000188042	ENST00000339728
ARL4D	ENSG00000175906	ENST00000320033
ARL5A	ENSG00000162980	ENST00000295087
ARL5B	ENSG00000165997	ENST00000377275
ARL5C	ENSG00000141748	ENST00000269586
ARL6	ENSG00000113966	ENST00000463745
ARL6IP1	ENSG00000170540	ENST00000304414
ARL6IP4	ENSG00000182196	ENST00000315580
ARL6IP5	ENSG00000144746	ENST00000273258
ARL6IP6	ENSG00000177917	ENST00000326446
ARL8A	ENSG00000143862	ENST00000272217
ARL8B	ENSG00000134108	ENST00000256496
ARL9	ENSG00000196503	ENST00000360096
ARMC1	ENSG00000104442	ENST00000276569
ARMC10	ENSG00000170632	ENST00000323716
ARMC12	ENSG00000157343	ENST00000288065
ARMC2	ENSG00000118690	ENST00000392644
ARMC3	ENSG00000165309	ENST00000298032
ARMC4	ENSG00000169126	ENST00000305242
ARMC5	ENSG00000140691	ENST00000408912
ARMC6	ENSG00000105676	ENST00000535612
ARMC7	ENSG00000125449	ENST00000245543
ARMC8	ENSG00000114098	ENST00000481646
ARMCX1	ENSG00000126947	ENST00000372829
ARMCX2	ENSG00000184867	ENST00000328766
ARMCX3	ENSG00000102401	ENST00000341189
ARMCX4	ENSG00000196440	ENST00000423738
ARMCX5	ENSG00000125962	ENST00000604957
ARMCX6	ENSG00000198960	ENST00000539247
ARMS2	ENSG00000254636	ENST00000528446
ARNT	ENSG00000143437	ENST00000358595
ARNT2	ENSG00000172379	ENST00000303329
ARNTL	ENSG00000133794	ENST00000403290
ARNTL2	ENSG00000029153	ENST00000266503
ARPC1A	ENSG00000241685	ENST00000262942
ARPC1B	ENSG00000130429	ENST00000451682
ARPC2	ENSG00000163466	ENST00000295685
ARPC3	ENSG00000111229	ENST00000228825
ARPC4	ENSG00000241553	ENST00000433034
ARPC4-TTLL3	ENSG00000250151	ENST00000397256
ARPC5	ENSG00000162704	ENST00000294742
ARPC5L	ENSG00000136950	ENST00000353214
ARPP19	ENSG00000128989	ENST00000561971
ARPP21	ENSG00000172995	ENST00000417925
ARR3	ENSG00000120500	ENST00000307959
ARRB1	ENSG00000137486	ENST00000420843
ARRB2	ENSG00000141480	ENST00000412477
ARRDC1	ENSG00000197070	ENST00000371421
ARRDC2	ENSG00000105643	ENST00000222250
ARRDC3	ENSG00000113369	ENST00000265138
ARRDC4	ENSG00000140450	ENST00000268042
ARRDC5	ENSG00000205784	ENST00000381781
ARSA	ENSG00000100299	ENST00000216124
ARSB	ENSG00000113273	ENST00000264914
ARSD	ENSG00000006756	ENST00000381154
ARSE	ENSG00000157399	ENST00000545496
ARSF	ENSG00000062096	ENST00000381127
ARSG	ENSG00000141337	ENST00000448504
ARSH	ENSG00000205667	ENST00000381130
ARSI	ENSG00000183876	ENST00000328668
ARSJ	ENSG00000180801	ENST00000315366
ARSK	ENSG00000164291	ENST00000380009
ART1	ENSG00000129744	ENST00000250693
ART3	ENSG00000156219	ENST00000355810
ART4	ENSG00000111339	ENST00000228936
ART5	ENSG00000167311	ENST00000397068
ARTN	ENSG00000117407	ENST00000414809
ARV1	ENSG00000173409	ENST00000310256
ARVCF	ENSG00000099889	ENST00000263207
ARX	ENSG00000004848	ENST00000379044
AS3MT	ENSG00000214435	ENST00000369880
ASAH1	ENSG00000104763	ENST00000381733
ASAH2	ENSG00000188611	ENST00000395526
ASAH2B	ENSG00000204147	ENST00000374006
ASAP1	ENSG00000153317	ENST00000518721
ASAP2	ENSG00000151693	ENST00000281419
ASAP3	ENSG00000088280	ENST00000336689
ASB1	ENSG00000065802	ENST00000264607
ASB10	ENSG00000146926	ENST00000420175
ASB11	ENSG00000165192	ENST00000480796
ASB12	ENSG00000198881	ENST00000362002
ASB13	ENSG00000196372	ENST00000357700
ASB14	ENSG00000239388	ENST00000487349
ASB15	ENSG00000146809	ENST00000451558
ASB16	ENSG00000161664	ENST00000293414
ASB17	ENSG00000154007	ENST00000284142
ASB18	ENSG00000182177	ENST00000409749
ASB2	ENSG00000100628	ENST00000555019
ASB4	ENSG00000005981	ENST00000325885
ASB5	ENSG00000164122	ENST00000296525
ASB6	ENSG00000148331	ENST00000277458
ASB7	ENSG00000183475	ENST00000332783
ASB8	ENSG00000177981	ENST00000317697
ASB9	ENSG00000102048	ENST00000380488
ASCC1	ENSG00000138303	ENST00000342444
ASCC2	ENSG00000100325	ENST00000397771
ASCC3	ENSG00000112249	ENST00000369162
ASCL1	ENSG00000139352	ENST00000266744
ASCL2	ENSG00000183734	ENST00000331289
ASCL3	ENSG00000176009	ENST00000531618
ASCL4	ENSG00000187855	ENST00000342331
ASCL5	ENSG00000232237	ENST00000449188
ASF1A	ENSG00000111875	ENST00000229595
ASF1B	ENSG00000105011	ENST00000263382
ASGR1	ENSG00000141505	ENST00000269299
ASGR2	ENSG00000161944	ENST00000355035
ASH1L	ENSG00000116539	ENST00000392403
ASH2L	ENSG00000129691	ENST00000343823
ASIC1	ENSG00000110881	ENST00000228468
ASIC2	ENSG00000108684	ENST00000225823
ASIC3	ENSG00000213199	ENST00000297512
ASIC4	ENSG00000072182	ENST00000347842
ASIC5	ENSG00000256394	ENST00000537611
ASIP	ENSG00000101440	ENST00000568305
ASL	ENSG00000126522	ENST00000304874
ASMT	ENSG00000196433	ENST00000381241
ASMTL	ENSG00000169093	ENST00000381317
ASNA1	ENSG00000198356	ENST00000591090
ASNS	ENSG00000070669	ENST00000175506
ASNSD1	ENSG00000138381	ENST00000260952
ASPA	ENSG00000108381	ENST00000263080
ASPDH	ENSG00000204653	ENST00000389208
ASPG	ENSG00000166183	ENST00000551177
ASPH	ENSG00000198363	ENST00000379454
ASPHD1	ENSG00000174939	ENST00000308748
ASPHD2	ENSG00000128203	ENST00000215906
ASPM	ENSG00000066279	ENST00000367409
ASPN	ENSG00000106819	ENST00000375544
ASPRV1	ENSG00000244617	ENST00000320256
ASPSCR1	ENSG00000169696	ENST00000306729
ASRGL1	ENSG00000162174	ENST00000415229
ASS1	ENSG00000130707	ENST00000372394
ASTE1	ENSG00000034533	ENST00000514044
ASTL	ENSG00000188886	ENST00000342380
ASTN1	ENSG00000152092	ENST00000361833
ASTN2	ENSG00000148219	ENST00000361209
ASUN	ENSG00000064102	ENST00000261191
ASXL1	ENSG00000171456	ENST00000375687
ASXL2	ENSG00000143970	ENST00000404843
ASXL3	ENSG00000141431	ENST00000269197
ASZ1	ENSG00000154438	ENST00000284629
ATAD1	ENSG00000138138	ENST00000308448
ATAD2	ENSG00000156802	ENST00000287394
ATAD2B	ENSG00000119778	ENST00000238789
ATAD3A	ENSG00000197785	ENST00000378755
ATAD3B	ENSG00000160072	ENST00000308647
ATAD3C	ENSG00000215915	ENST00000378785
ATAD5	ENSG00000176208	ENST00000321990
ATAT1	ENSG00000137343	ENST00000330083
ATCAY	ENSG00000167654	ENST00000450849
ATE1	ENSG00000107669	ENST00000224652
ATF1	ENSG00000123268	ENST00000262053
ATF2	ENSG00000115966	ENST00000264110
ATF3	ENSG00000162772	ENST00000341491
ATF4	ENSG00000128272	ENST00000337304
ATF5	ENSG00000169136	ENST00000423777
ATF6	ENSG00000118217	ENST00000367942
ATF6B	ENSG00000213676	ENST00000375203
ATF7	ENSG00000170653	ENST00000420353
ATF7IP	ENSG00000171681	ENST00000544627
ATF7IP2	ENSG00000166669	ENST00000396560
ATG10	ENSG00000152348	ENST00000282185
ATG101	ENSG00000123395	ENST00000336854
ATG12	ENSG00000145782	ENST00000509910
ATG13	ENSG00000175224	ENST00000528494
ATG14	ENSG00000126775	ENST00000247178
ATG16L1	ENSG00000085978	ENST00000392017
ATG16L2	ENSG00000168010	ENST00000321297
ATG2A	ENSG00000110046	ENST00000377264
ATG2B	ENSG00000066739	ENST00000359933
ATG3	ENSG00000144848	ENST00000283290
ATG4A	ENSG00000101844	ENST00000372232
ATG4B	ENSG00000168397	ENST00000404914
ATG4C	ENSG00000125703	ENST00000317868
ATG4D	ENSG00000130734	ENST00000309469
ATG5	ENSG00000057663	ENST00000369076
ATG7	ENSG00000197548	ENST00000354449
ATG9A	ENSG00000198925	ENST00000409618
ATG9B	ENSG00000181652	ENST00000605952
ATHL1	ENSG00000142102	ENST00000409548
ATIC	ENSG00000138363	ENST00000236959
ATL1	ENSG00000198513	ENST00000358385
ATL2	ENSG00000119787	ENST00000378954
ATL3	ENSG00000184743	ENST00000398868
ATM	ENSG00000149311	ENST00000278616
ATMIN	ENSG00000166454	ENST00000299575
ATN1	ENSG00000111676	ENST00000356654
ATOH1	ENSG00000172238	ENST00000306011
ATOH7	ENSG00000179774	ENST00000373673
ATOH8	ENSG00000168874	ENST00000306279
ATOX1	ENSG00000177556	ENST00000524142
ATP10A	ENSG00000206190	ENST00000356865
ATP10B	ENSG00000118322	ENST00000327245
ATP10D	ENSG00000145246	ENST00000273859
ATP11A	ENSG00000068650	ENST00000487903
ATP11B	ENSG00000058063	ENST00000323116
ATP11C	ENSG00000101974	ENST00000327569
ATP12A	ENSG00000075673	ENST00000218548
ATP13A1	ENSG00000105726	ENST00000357324
ATP13A2	ENSG00000159363	ENST00000326735
ATP13A3	ENSG00000133657	ENST00000439040
ATP13A4	ENSG00000127249	ENST00000342695
ATP13A5	ENSG00000187527	ENST00000342358
ATP1A1	ENSG00000163399	ENST00000537345
ATP1A2	ENSG00000018625	ENST00000361216
ATP1A3	ENSG00000105409	ENST00000545399
ATP1A4	ENSG00000132681	ENST00000368081
ATP1B1	ENSG00000143153	ENST00000367816
ATP1B2	ENSG00000129244	ENST00000250111
