hugo_symbol	ensembl_gene_id	canonical_transcript
TMEM168	ENSG00000146802	ENST00000312814
TMEM169	ENSG00000163449	ENST00000454545
TMEM17	ENSG00000186889	ENST00000335390
TMEM170A	ENSG00000166822	ENST00000561878
TMEM170B	ENSG00000205269	ENST00000379426
TMEM171	ENSG00000157111	ENST00000454765
TMEM173	ENSG00000184584	ENST00000330794
TMEM174	ENSG00000164325	ENST00000296776
TMEM175	ENSG00000127419	ENST00000264771
TMEM176A	ENSG00000002933	ENST00000484928
TMEM176B	ENSG00000106565	ENST00000447204
TMEM177	ENSG00000144120	ENST00000424086
TMEM178A	ENSG00000152154	ENST00000281961
TMEM178B	ENSG00000261115	ENST00000565468
TMEM179	ENSG00000258986	ENST00000556573
TMEM179B	ENSG00000185475	ENST00000333449
TMEM18	ENSG00000151353	ENST00000281017
TMEM180	ENSG00000138111	ENST00000238936
TMEM181	ENSG00000146433	ENST00000367090
TMEM182	ENSG00000170417	ENST00000412401
TMEM183A	ENSG00000163444	ENST00000367242
TMEM184A	ENSG00000164855	ENST00000297477
TMEM184B	ENSG00000198792	ENST00000361906
TMEM184C	ENSG00000164168	ENST00000296582
TMEM185B	ENSG00000226479	ENST00000426077
TMEM186	ENSG00000184857	ENST00000333050
TMEM187	ENSG00000177854	ENST00000369982
TMEM189	ENSG00000240849	ENST00000371652
TMEM189-UBE2V1	ENSG00000124208	ENST00000341698
TMEM19	ENSG00000139291	ENST00000266673
TMEM190	ENSG00000160472	ENST00000291934
TMEM192	ENSG00000170088	ENST00000306480
TMEM194A	ENSG00000166881	ENST00000300128
TMEM194B	ENSG00000189362	ENST00000409150
TMEM196	ENSG00000173452	ENST00000405764
TMEM198	ENSG00000188760	ENST00000344458
TMEM199	ENSG00000244045	ENST00000292114
TMEM2	ENSG00000135048	ENST00000377044
TMEM200A	ENSG00000164484	ENST00000392429
TMEM200B	ENSG00000253304	ENST00000420504
TMEM200C	ENSG00000206432	ENST00000581347
TMEM201	ENSG00000188807	ENST00000340381
TMEM202	ENSG00000187806	ENST00000341689
TMEM203	ENSG00000187713	ENST00000343666
TMEM204	ENSG00000131634	ENST00000566264
TMEM205	ENSG00000105518	ENST00000354882
TMEM206	ENSG00000065600	ENST00000535273
TMEM207	ENSG00000198398	ENST00000354905
TMEM208	ENSG00000168701	ENST00000304800
TMEM209	ENSG00000146842	ENST00000397622
TMEM210	ENSG00000185863	ENST00000413619
TMEM211	ENSG00000206069	ENST00000407886
TMEM212	ENSG00000186329	ENST00000334567
TMEM213	ENSG00000214128	ENST00000442682
TMEM214	ENSG00000119777	ENST00000238788
TMEM215	ENSG00000188133	ENST00000342743
TMEM216	ENSG00000187049	ENST00000515837
TMEM217	ENSG00000172738	ENST00000336655
TMEM218	ENSG00000150433	ENST00000531909
TMEM219	ENSG00000149932	ENST00000566848
TMEM220	ENSG00000187824	ENST00000341871
TMEM221	ENSG00000188051	ENST00000341130
TMEM223	ENSG00000168569	ENST00000307366
TMEM225	ENSG00000204300	ENST00000375026
TMEM229A	ENSG00000234224	ENST00000455783
TMEM229B	ENSG00000198133	ENST00000357461
TMEM230	ENSG00000089063	ENST00000342308
TMEM231	ENSG00000205084	ENST00000258173
TMEM232	ENSG00000186952	ENST00000455884
TMEM233	ENSG00000224982	ENST00000426426
TMEM234	ENSG00000160055	ENST00000309777
TMEM235	ENSG00000204278	ENST00000421688
TMEM236	ENSG00000148483	ENST00000377495
TMEM237	ENSG00000155755	ENST00000409883
TMEM238	ENSG00000233493	ENST00000444469
TMEM239	ENSG00000198326	ENST00000380585
TMEM240	ENSG00000205090	ENST00000378733
TMEM241	ENSG00000134490	ENST00000383233
TMEM242	ENSG00000215712	ENST00000400788
TMEM243	ENSG00000135185	ENST00000433078
TMEM244	ENSG00000203756	ENST00000368143
TMEM245	ENSG00000106771	ENST00000374586
TMEM246	ENSG00000165152	ENST00000374851
TMEM247	ENSG00000187600	ENST00000434431
TMEM248	ENSG00000106609	ENST00000341567
TMEM25	ENSG00000149582	ENST00000313236
TMEM251	ENSG00000153485	ENST00000415050
TMEM252	ENSG00000181778	ENST00000377311
TMEM253	ENSG00000232070	ENST00000418511
TMEM254	ENSG00000133678	ENST00000372281
TMEM255A	ENSG00000125355	ENST00000309720
TMEM255B	ENSG00000184497	ENST00000375353
TMEM256	ENSG00000205544	ENST00000302422
TMEM256-PLSCR3	ENSG00000187838	ENST00000535512
TMEM257	ENSG00000221870	ENST00000408967
TMEM258	ENSG00000134825	ENST00000537328
TMEM259	ENSG00000182087	ENST00000356663
TMEM26	ENSG00000196932	ENST00000399298
TMEM260	ENSG00000070269	ENST00000261556
TMEM261	ENSG00000137038	ENST00000358227
TMEM262	ENSG00000187066	ENST00000530719
TMEM27	ENSG00000147003	ENST00000380342
TMEM30A	ENSG00000112697	ENST00000230461
TMEM30B	ENSG00000182107	ENST00000555868
TMEM30C	ENSG00000235156	ENST00000476804
TMEM31	ENSG00000179363	ENST00000319560
TMEM33	ENSG00000109133	ENST00000504986
TMEM35	ENSG00000126950	ENST00000372930
TMEM37	ENSG00000171227	ENST00000306406
TMEM38A	ENSG00000072954	ENST00000187762
TMEM38B	ENSG00000095209	ENST00000374692
TMEM39A	ENSG00000176142	ENST00000319172
TMEM39B	ENSG00000121775	ENST00000336294
TMEM40	ENSG00000088726	ENST00000314124
TMEM41A	ENSG00000163900	ENST00000421852
TMEM41B	ENSG00000166471	ENST00000528080
TMEM42	ENSG00000169964	ENST00000302392
TMEM43	ENSG00000170876	ENST00000306077
TMEM44	ENSG00000145014	ENST00000392432
TMEM45A	ENSG00000181458	ENST00000323523
TMEM45B	ENSG00000151715	ENST00000281441
TMEM47	ENSG00000147027	ENST00000275954
TMEM5	ENSG00000118600	ENST00000261234
TMEM50A	ENSG00000183726	ENST00000374358
TMEM50B	ENSG00000142188	ENST00000542230
TMEM51	ENSG00000171729	ENST00000428417
TMEM52	ENSG00000178821	ENST00000310991
TMEM52B	ENSG00000165685	ENST00000381923
TMEM53	ENSG00000126106	ENST00000372237
TMEM54	ENSG00000121900	ENST00000373463
TMEM55A	ENSG00000155099	ENST00000285419
TMEM55B	ENSG00000165782	ENST00000398020
TMEM56	ENSG00000152078	ENST00000370203
TMEM56-RWDD3	ENSG00000271092	ENST00000604534
TMEM57	ENSG00000204178	ENST00000374343
TMEM59	ENSG00000116209	ENST00000234831
TMEM59L	ENSG00000105696	ENST00000600490
TMEM60	ENSG00000135211	ENST00000257663
TMEM61	ENSG00000143001	ENST00000371268
TMEM62	ENSG00000137842	ENST00000260403
TMEM63A	ENSG00000196187	ENST00000366835
TMEM63B	ENSG00000137216	ENST00000259746
TMEM63C	ENSG00000165548	ENST00000298351
TMEM64	ENSG00000180694	ENST00000458549
TMEM65	ENSG00000164983	ENST00000297632
TMEM66	ENSG00000133872	ENST00000256255
TMEM67	ENSG00000164953	ENST00000453321
TMEM68	ENSG00000167904	ENST00000434581
TMEM69	ENSG00000159596	ENST00000372025
TMEM70	ENSG00000175606	ENST00000312184
TMEM71	ENSG00000165071	ENST00000356838
TMEM74	ENSG00000164841	ENST00000297459
TMEM74B	ENSG00000125895	ENST00000381894
TMEM78	ENSG00000177800	ENST00000323223
TMEM79	ENSG00000163472	ENST00000405535
TMEM80	ENSG00000177042	ENST00000397510
TMEM81	ENSG00000174529	ENST00000367167
TMEM82	ENSG00000162460	ENST00000375782
TMEM86A	ENSG00000151117	ENST00000280734
TMEM86B	ENSG00000180089	ENST00000327042
TMEM87A	ENSG00000103978	ENST00000389834
TMEM87B	ENSG00000153214	ENST00000283206
TMEM88	ENSG00000167874	ENST00000301599
TMEM88B	ENSG00000205116	ENST00000378821
TMEM89	ENSG00000183396	ENST00000330862
TMEM8A	ENSG00000129925	ENST00000431232
TMEM8B	ENSG00000137103	ENST00000377988
TMEM8C	ENSG00000187616	ENST00000339996
TMEM9	ENSG00000116857	ENST00000367332
TMEM91	ENSG00000142046	ENST00000392002
TMEM92	ENSG00000167105	ENST00000300433
TMEM95	ENSG00000182896	ENST00000330767
TMEM97	ENSG00000109084	ENST00000226230
TMEM98	ENSG00000006042	ENST00000579849
TMEM9B	ENSG00000175348	ENST00000534025
TMF1	ENSG00000144747	ENST00000398559
TMIE	ENSG00000181585	ENST00000326431
TMIGD1	ENSG00000182271	ENST00000328886
TMIGD2	ENSG00000167664	ENST00000301272
TMLHE	ENSG00000185973	ENST00000334398
TMOD1	ENSG00000136842	ENST00000259365
TMOD2	ENSG00000128872	ENST00000249700
TMOD3	ENSG00000138594	ENST00000308580
TMOD4	ENSG00000163157	ENST00000295314
TMPO	ENSG00000120802	ENST00000266732
TMPPE	ENSG00000188167	ENST00000342462
TMPRSS11A	ENSG00000187054	ENST00000334830
TMPRSS11B	ENSG00000185873	ENST00000332644
TMPRSS11D	ENSG00000153802	ENST00000283916
TMPRSS11E	ENSG00000087128	ENST00000305363
TMPRSS11F	ENSG00000198092	ENST00000356291
TMPRSS12	ENSG00000186452	ENST00000398458
TMPRSS13	ENSG00000137747	ENST00000524993
TMPRSS15	ENSG00000154646	ENST00000284885
TMPRSS2	ENSG00000184012	ENST00000398585
TMPRSS3	ENSG00000160183	ENST00000291532
TMPRSS5	ENSG00000166682	ENST00000299882
TMPRSS6	ENSG00000187045	ENST00000381792
TMPRSS9	ENSG00000178297	ENST00000332578
TMSB10	ENSG00000034510	ENST00000233143
TMSB15A	ENSG00000158164	ENST00000289373
TMSB15B	ENSG00000158427	ENST00000436583
TMSB4X	ENSG00000205542	ENST00000380636
TMSB4Y	ENSG00000154620	ENST00000284856
TMTC1	ENSG00000133687	ENST00000539277
TMTC2	ENSG00000179104	ENST00000321196
TMTC3	ENSG00000139324	ENST00000266712
TMTC4	ENSG00000125247	ENST00000342624
TMUB1	ENSG00000164897	ENST00000392818
TMUB2	ENSG00000168591	ENST00000587989
TMX1	ENSG00000139921	ENST00000457354
TMX2	ENSG00000213593	ENST00000278422
TMX2-CTNND1	ENSG00000254462	ENST00000528395
TMX3	ENSG00000166479	ENST00000299608
TMX4	ENSG00000125827	ENST00000246024
TNC	ENSG00000041982	ENST00000350763
TNF	ENSG00000232810	ENST00000449264
TNFAIP1	ENSG00000109079	ENST00000226225
TNFAIP2	ENSG00000185215	ENST00000560869
TNFAIP6	ENSG00000123610	ENST00000243347
TNFAIP8	ENSG00000145779	ENST00000513374
TNFAIP8L1	ENSG00000185361	ENST00000536716
TNFAIP8L2	ENSG00000163154	ENST00000368910
TNFAIP8L3	ENSG00000183578	ENST00000327536
TNFRSF10A	ENSG00000104689	ENST00000221132
TNFRSF10B	ENSG00000120889	ENST00000276431
TNFRSF10C	ENSG00000173535	ENST00000356864
TNFRSF10D	ENSG00000173530	ENST00000312584
TNFRSF11A	ENSG00000141655	ENST00000586569
TNFRSF11B	ENSG00000164761	ENST00000297350
TNFRSF12A	ENSG00000006327	ENST00000326577
TNFRSF13B	ENSG00000240505	ENST00000261652
TNFRSF13C	ENSG00000159958	ENST00000291232
TNFRSF14	ENSG00000157873	ENST00000355716
TNFRSF17	ENSG00000048462	ENST00000053243
TNFRSF18	ENSG00000186891	ENST00000328596
TNFRSF19	ENSG00000127863	ENST00000382258
TNFRSF1A	ENSG00000067182	ENST00000162749
TNFRSF1B	ENSG00000028137	ENST00000376259
TNFRSF21	ENSG00000146072	ENST00000296861
TNFRSF25	ENSG00000215788	ENST00000377782
TNFRSF4	ENSG00000186827	ENST00000379236
TNFRSF6B	ENSG00000243509	ENST00000369996
TNFRSF8	ENSG00000120949	ENST00000263932
TNFSF10	ENSG00000121858	ENST00000241261
TNFSF11	ENSG00000120659	ENST00000398795
TNFSF12	ENSG00000239697	ENST00000293825
TNFSF12-TNFSF13	ENSG00000248871	ENST00000293826
TNFSF13	ENSG00000161955	ENST00000338784
TNFSF13B	ENSG00000102524	ENST00000375887
TNFSF14	ENSG00000125735	ENST00000599359
TNFSF15	ENSG00000181634	ENST00000374045
TNFSF18	ENSG00000120337	ENST00000404377
TNFSF4	ENSG00000117586	ENST00000281834
TNFSF8	ENSG00000106952	ENST00000223795
TNFSF9	ENSG00000125657	ENST00000245817
TNIK	ENSG00000154310	ENST00000436636
TNIP1	ENSG00000145901	ENST00000315050
TNIP2	ENSG00000168884	ENST00000315423
TNIP3	ENSG00000050730	ENST00000509841
TNK1	ENSG00000174292	ENST00000576812
TNK2	ENSG00000061938	ENST00000381916
TNKS	ENSG00000173273	ENST00000310430
TNKS1BP1	ENSG00000149115	ENST00000532437
TNKS2	ENSG00000107854	ENST00000371627
TNMD	ENSG00000000005	ENST00000373031
TNN	ENSG00000120332	ENST00000239462
TNNC1	ENSG00000114854	ENST00000232975
TNNC2	ENSG00000101470	ENST00000372555
TNNI1	ENSG00000159173	ENST00000361379
TNNI2	ENSG00000130598	ENST00000381906
TNNI3	ENSG00000129991	ENST00000344887
TNNI3K	ENSG00000116783	ENST00000326637
TNNT1	ENSG00000105048	ENST00000588981
TNNT2	ENSG00000118194	ENST00000236918
TNNT3	ENSG00000130595	ENST00000278317
TNP1	ENSG00000118245	ENST00000236979
TNP2	ENSG00000178279	ENST00000312693
TNPO1	ENSG00000083312	ENST00000337273
TNPO2	ENSG00000105576	ENST00000425528
TNPO3	ENSG00000064419	ENST00000265388
TNR	ENSG00000116147	ENST00000367674
TNRC18	ENSG00000182095	ENST00000430969
TNRC6A	ENSG00000090905	ENST00000395799
TNRC6B	ENSG00000100354	ENST00000454349
TNRC6C	ENSG00000078687	ENST00000335749
TNS1	ENSG00000079308	ENST00000171887
TNS3	ENSG00000136205	ENST00000311160
TNS4	ENSG00000131746	ENST00000254051
TNXB	ENSG00000168477	ENST00000451343
TOB1	ENSG00000141232	ENST00000499247
TOB2	ENSG00000183864	ENST00000327492
TOE1	ENSG00000132773	ENST00000372090
TOLLIP	ENSG00000078902	ENST00000317204
TOM1	ENSG00000100284	ENST00000411850
TOM1L1	ENSG00000141198	ENST00000575882
TOM1L2	ENSG00000175662	ENST00000379504
TOMM20	ENSG00000173726	ENST00000366607
TOMM20L	ENSG00000196860	ENST00000360945
TOMM22	ENSG00000100216	ENST00000216034
TOMM34	ENSG00000025772	ENST00000372813
TOMM40	ENSG00000130204	ENST00000426677
TOMM40L	ENSG00000158882	ENST00000367988
TOMM5	ENSG00000175768	ENST00000544379
TOMM6	ENSG00000214736	ENST00000398884
TOMM7	ENSG00000196683	ENST00000358435
TOMM70A	ENSG00000154174	ENST00000284320
TONSL	ENSG00000160949	ENST00000409379
TOP1	ENSG00000198900	ENST00000361337
TOP1MT	ENSG00000184428	ENST00000329245
TOP2A	ENSG00000131747	ENST00000423485
TOP2B	ENSG00000077097	ENST00000435706
TOP3A	ENSG00000177302	ENST00000542570
TOP3B	ENSG00000100038	ENST00000398793
TOPAZ1	ENSG00000173769	ENST00000309765
TOPBP1	ENSG00000163781	ENST00000260810
TOPORS	ENSG00000197579	ENST00000360538
TOR1A	ENSG00000136827	ENST00000351698
TOR1AIP1	ENSG00000143337	ENST00000528443
TOR1AIP2	ENSG00000169905	ENST00000367612
TOR1B	ENSG00000136816	ENST00000259339
TOR2A	ENSG00000160404	ENST00000373284
TOR3A	ENSG00000186283	ENST00000367627
TOR4A	ENSG00000198113	ENST00000357503
TOX	ENSG00000198846	ENST00000361421
TOX2	ENSG00000124191	ENST00000341197
TOX3	ENSG00000103460	ENST00000219746
TP53	ENSG00000141510	ENST00000269305
TP53AIP1	ENSG00000120471	ENST00000531399
TP53BP1	ENSG00000067369	ENST00000382044
TP53BP2	ENSG00000143514	ENST00000343537
TP53I11	ENSG00000175274	ENST00000533940
TP53I13	ENSG00000167543	ENST00000301057
TP53I3	ENSG00000115129	ENST00000238721
TP53INP1	ENSG00000164938	ENST00000342697
TP53INP2	ENSG00000078804	ENST00000374810
TP53RK	ENSG00000172315	ENST00000372114
TP53TG3	ENSG00000183632	ENST00000398682
TP53TG3B	ENSG00000261509	ENST00000341305
TP53TG3C	ENSG00000205457	ENST00000561509
TP53TG3D	ENSG00000205456	ENST00000398664
TP53TG5	ENSG00000124251	ENST00000372726
TP63	ENSG00000073282	ENST00000264731
TP73	ENSG00000078900	ENST00000378295
TPBG	ENSG00000146242	ENST00000369750
TPBGL	ENSG00000261594	ENST00000562197
TPCN1	ENSG00000186815	ENST00000550785
TPCN2	ENSG00000162341	ENST00000294309
TPD52	ENSG00000076554	ENST00000520527
TPD52L1	ENSG00000111907	ENST00000534000
TPD52L2	ENSG00000101150	ENST00000217121
TPD52L3	ENSG00000170777	ENST00000344545
TPGS1	ENSG00000141933	ENST00000359315
TPGS2	ENSG00000134779	ENST00000590842
TPH1	ENSG00000129167	ENST00000250018
TPH2	ENSG00000139287	ENST00000333850
TPI1	ENSG00000111669	ENST00000229270
TPK1	ENSG00000196511	ENST00000360057
TPM1	ENSG00000140416	ENST00000358278
TPM2	ENSG00000198467	ENST00000378292
TPM3	ENSG00000143549	ENST00000368530
TPM4	ENSG00000167460	ENST00000344824
TPMT	ENSG00000137364	ENST00000309983
TPO	ENSG00000115705	ENST00000345913
TPP1	ENSG00000166340	ENST00000299427
TPP2	ENSG00000134900	ENST00000376065
TPPP	ENSG00000171368	ENST00000360578
TPPP2	ENSG00000179636	ENST00000321760
TPPP3	ENSG00000159713	ENST00000564104
TPR	ENSG00000047410	ENST00000367478
TPRA1	ENSG00000163870	ENST00000355552
TPRG1	ENSG00000188001	ENST00000345063
TPRG1L	ENSG00000158109	ENST00000378344
TPRKB	ENSG00000144034	ENST00000272424
TPRN	ENSG00000176058	ENST00000409012
TPRX1	ENSG00000178928	ENST00000322175
TPRXL	ENSG00000180438	ENST00000424053
TPSAB1	ENSG00000172236	ENST00000338844
TPSB2	ENSG00000197253	ENST00000606293
TPSD1	ENSG00000095917	ENST00000211076
TPSG1	ENSG00000116176	ENST00000234798
TPST1	ENSG00000169902	ENST00000304842
TPST2	ENSG00000128294	ENST00000338754
TPTE2	ENSG00000132958	ENST00000400230
TPX2	ENSG00000088325	ENST00000300403
TRA2A	ENSG00000164548	ENST00000297071
TRA2B	ENSG00000136527	ENST00000453386
TRABD	ENSG00000170638	ENST00000303434
TRABD2A	ENSG00000186854	ENST00000409520
TRABD2B	ENSG00000269113	ENST00000606738
TRADD	ENSG00000102871	ENST00000345057
TRAF1	ENSG00000056558	ENST00000373887
TRAF2	ENSG00000127191	ENST00000247668
TRAF3	ENSG00000131323	ENST00000560371
TRAF3IP1	ENSG00000204104	ENST00000373327
TRAF3IP2	ENSG00000056972	ENST00000368761
TRAF3IP3	ENSG00000009790	ENST00000367024
TRAF4	ENSG00000076604	ENST00000262395
TRAF5	ENSG00000082512	ENST00000261464
TRAF6	ENSG00000175104	ENST00000526995
TRAF7	ENSG00000131653	ENST00000326181
TRAFD1	ENSG00000135148	ENST00000257604
TRAIP	ENSG00000183763	ENST00000331456
TRAJ1	ENSG00000211888	ENST00000390536
TRAJ10	ENSG00000211879	ENST00000390527
TRAJ11	ENSG00000211878	ENST00000390526
TRAJ12	ENSG00000211877	ENST00000390525
TRAJ13	ENSG00000211876	ENST00000390524
TRAJ14	ENSG00000211875	ENST00000390523
TRAJ16	ENSG00000211873	ENST00000390521
TRAJ17	ENSG00000211872	ENST00000390520
TRAJ18	ENSG00000211871	ENST00000390519
TRAJ19	ENSG00000211870	ENST00000390518
TRAJ2	ENSG00000211887	ENST00000390535
TRAJ20	ENSG00000211869	ENST00000390517
TRAJ21	ENSG00000211868	ENST00000390516
TRAJ22	ENSG00000211867	ENST00000390515
TRAJ23	ENSG00000211866	ENST00000390514
TRAJ24	ENSG00000211865	ENST00000390513
TRAJ25	ENSG00000211864	ENST00000390512
TRAJ26	ENSG00000211863	ENST00000390511
TRAJ27	ENSG00000211862	ENST00000390510
TRAJ28	ENSG00000211861	ENST00000390509
TRAJ29	ENSG00000211860	ENST00000390508
TRAJ3	ENSG00000211886	ENST00000390534
TRAJ30	ENSG00000211859	ENST00000390507
TRAJ31	ENSG00000211858	ENST00000390506
TRAJ32	ENSG00000211857	ENST00000390505
TRAJ33	ENSG00000211856	ENST00000390504
TRAJ34	ENSG00000211855	ENST00000390503
TRAJ35	ENSG00000211854	ENST00000390502
TRAJ38	ENSG00000211851	ENST00000390499
TRAJ39	ENSG00000211850	ENST00000390498
TRAJ4	ENSG00000211885	ENST00000390533
TRAJ40	ENSG00000211849	ENST00000390497
TRAJ41	ENSG00000211848	ENST00000390496
TRAJ42	ENSG00000211847	ENST00000390495
TRAJ43	ENSG00000211846	ENST00000390494
TRAJ44	ENSG00000211845	ENST00000390493
TRAJ45	ENSG00000211844	ENST00000390492
TRAJ46	ENSG00000211843	ENST00000390491
TRAJ47	ENSG00000211842	ENST00000390490
TRAJ48	ENSG00000211841	ENST00000390489
TRAJ49	ENSG00000211840	ENST00000390488
TRAJ5	ENSG00000211884	ENST00000390532
TRAJ50	ENSG00000211839	ENST00000390487
TRAJ52	ENSG00000211838	ENST00000390486
TRAJ53	ENSG00000211837	ENST00000390485
TRAJ54	ENSG00000211836	ENST00000390484
TRAJ56	ENSG00000211835	ENST00000390483
TRAJ57	ENSG00000211834	ENST00000390482
TRAJ58	ENSG00000211833	ENST00000390481
TRAJ59	ENSG00000211832	ENST00000390480
TRAJ6	ENSG00000211883	ENST00000390531
TRAJ61	ENSG00000211831	ENST00000390479
TRAJ7	ENSG00000211882	ENST00000390530
TRAJ9	ENSG00000211880	ENST00000390528
TRAK1	ENSG00000182606	ENST00000327628
TRAK2	ENSG00000115993	ENST00000332624
TRAM1	ENSG00000067167	ENST00000262213
TRAM1L1	ENSG00000174599	ENST00000310754
TRAM2	ENSG00000065308	ENST00000182527
TRANK1	ENSG00000168016	ENST00000429976
TRAP1	ENSG00000126602	ENST00000246957
TRAPPC1	ENSG00000170043	ENST00000303731
TRAPPC10	ENSG00000160218	ENST00000291574
TRAPPC11	ENSG00000168538	ENST00000334690
TRAPPC12	ENSG00000171853	ENST00000324266
TRAPPC13	ENSG00000113597	ENST00000438419
TRAPPC2	ENSG00000196459	ENST00000458511
TRAPPC2L	ENSG00000167515	ENST00000301021
TRAPPC3L	ENSG00000173626	ENST00000368602
TRAPPC4	ENSG00000196655	ENST00000533632
TRAPPC5	ENSG00000181029	ENST00000596148
TRAPPC6A	ENSG00000007255	ENST00000006275
TRAPPC6B	ENSG00000182400	ENST00000330149
TRAPPC8	ENSG00000153339	ENST00000283351
TRAPPC9	ENSG00000167632	ENST00000389328
TRAT1	ENSG00000163519	ENST00000295756
TRAV1-1	ENSG00000255569	ENST00000542354
TRAV1-2	ENSG00000256553	ENST00000390423
TRAV10	ENSG00000211784	ENST00000390432
TRAV12-1	ENSG00000211785	ENST00000390433
TRAV12-2	ENSG00000211789	ENST00000390437
TRAV12-3	ENSG00000211794	ENST00000390442
TRAV13-1	ENSG00000211788	ENST00000390436
TRAV13-2	ENSG00000211791	ENST00000390439
TRAV14DV4	ENSG00000211792	ENST00000390440
TRAV16	ENSG00000211796	ENST00000390444
TRAV17	ENSG00000211797	ENST00000390445
TRAV18	ENSG00000211798	ENST00000390446
TRAV19	ENSG00000211799	ENST00000390447
TRAV2	ENSG00000211776	ENST00000390424
TRAV20	ENSG00000211800	ENST00000390448
TRAV21	ENSG00000211801	ENST00000390449
TRAV22	ENSG00000211802	ENST00000390450
TRAV23DV6	ENSG00000211803	ENST00000390451
TRAV24	ENSG00000211805	ENST00000390453
TRAV25	ENSG00000211806	ENST00000390454
TRAV26-1	ENSG00000211807	ENST00000390455
TRAV26-2	ENSG00000211812	ENST00000390460
TRAV27	ENSG00000211809	ENST00000390457
TRAV29DV5	ENSG00000211810	ENST00000390458
TRAV3	ENSG00000211777	ENST00000390425
TRAV30	ENSG00000259092	ENST00000557168
TRAV34	ENSG00000211813	ENST00000390461
TRAV36DV7	ENSG00000211815	ENST00000390463
TRAV38-1	ENSG00000211816	ENST00000390464
TRAV38-2DV8	ENSG00000211817	ENST00000390465
TRAV39	ENSG00000211818	ENST00000390466
TRAV4	ENSG00000211778	ENST00000390426
TRAV40	ENSG00000211819	ENST00000390467
TRAV41	ENSG00000211820	ENST00000390468
TRAV5	ENSG00000211779	ENST00000390427
TRAV6	ENSG00000211780	ENST00000390428
TRAV7	ENSG00000211781	ENST00000390429
TRAV8-1	ENSG00000211782	ENST00000390430
TRAV8-2	ENSG00000211786	ENST00000390434
TRAV8-3	ENSG00000211787	ENST00000390435
TRAV8-4	ENSG00000211790	ENST00000390438
TRAV8-6	ENSG00000211795	ENST00000390443
TRAV8-7	ENSG00000211808	ENST00000390456
TRAV9-1	ENSG00000211783	ENST00000390431
TRAV9-2	ENSG00000211793	ENST00000390441
TRBJ2-1	ENSG00000211764	ENST00000390412
TRBJ2-2	ENSG00000211765	ENST00000390413
TRBJ2-2P	ENSG00000211766	ENST00000390414
TRBJ2-3	ENSG00000211767	ENST00000390415
TRBJ2-4	ENSG00000211768	ENST00000390416
TRBJ2-5	ENSG00000211769	ENST00000390417
TRBJ2-6	ENSG00000211770	ENST00000390418
TRBJ2-7	ENSG00000211771	ENST00000390419
TRBV10-1	ENSG00000211717	ENST00000390364
TRBV10-2	ENSG00000229769	ENST00000426318
TRBV11-1	ENSG00000211720	ENST00000390367
TRBV19	ENSG00000211746	ENST00000390393
TRBV2	ENSG00000226660	ENST00000455382
TRBV20-1	ENSG00000211747	ENST00000390394
TRBV20OR9-2	ENSG00000205274	ENST00000379435
TRBV21OR9-2	ENSG00000183938	ENST00000331828
TRBV23-1	ENSG00000211749	ENST00000390396
TRBV23OR9-2	ENSG00000229063	ENST00000390389
TRBV24-1	ENSG00000211750	ENST00000390397
TRBV27	ENSG00000211752	ENST00000390399
TRBV28	ENSG00000211753	ENST00000390400
TRBV29-1	ENSG00000232869	ENST00000422143
TRBV3-1	ENSG00000237702	ENST00000390387
TRBV30	ENSG00000237254	ENST00000417977
TRBV4-1	ENSG00000211710	ENST00000390357
TRBV4-2	ENSG00000211745	ENST00000390392
TRBV5-1	ENSG00000211734	ENST00000390381
TRBV5-3	ENSG00000211715	ENST00000390362
TRBV5-4	ENSG00000230099	ENST00000454561
TRBV5-5	ENSG00000211725	ENST00000390372
TRBV5-6	ENSG00000211728	ENST00000390375
TRBV5-7	ENSG00000211731	ENST00000390378
TRBV6-1	ENSG00000211706	ENST00000390353
TRBV6-4	ENSG00000211713	ENST00000390360
TRBV6-5	ENSG00000211721	ENST00000390368
TRBV6-6	ENSG00000211724	ENST00000390371
TRBV6-7	ENSG00000253188	ENST00000390373
TRBV6-8	ENSG00000253534	ENST00000390376
TRBV7-1	ENSG00000211707	ENST00000547918
TRBV7-3	ENSG00000211714	ENST00000390361
TRBV7-4	ENSG00000253409	ENST00000390369
TRBV7-6	ENSG00000211727	ENST00000390374
TRBV7-7	ENSG00000253291	ENST00000390377
TRBV9	ENSG00000211716	ENST00000390363
TRDD1	ENSG00000223997	ENST00000415118
TRDD2	ENSG00000237235	ENST00000434970
TRDD3	ENSG00000228985	ENST00000448914
TRDJ1	ENSG00000211825	ENST00000390473
TRDJ2	ENSG00000211827	ENST00000390475
TRDJ3	ENSG00000211828	ENST00000390476
TRDJ4	ENSG00000211826	ENST00000390474
TRDMT1	ENSG00000107614	ENST00000377799
TRDN	ENSG00000186439	ENST00000334268
TRDV1	ENSG00000211804	ENST00000390452
TRDV2	ENSG00000211821	ENST00000390469
TRDV3	ENSG00000256590	ENST00000535880
TREH	ENSG00000118094	ENST00000264029
TREM1	ENSG00000124731	ENST00000244709
TREM2	ENSG00000095970	ENST00000373113
TREML1	ENSG00000161911	ENST00000426005
TREML2	ENSG00000112195	ENST00000483722
TREML4	ENSG00000188056	ENST00000341495
TRERF1	ENSG00000124496	ENST00000541110
TREX2	ENSG00000183479	ENST00000330912
TRGJ1	ENSG00000211690	ENST00000390337
